"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,1323.4,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,1693.7,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,1176.8,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,1060.6,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,1101,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,1153.3,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,1111.2,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,1102.4,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,1080,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,1055.5,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,990.1,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,1039.94,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,1015.54,,
"POL","Poland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2018","2018","M3","Cubic metres","6","Millions",,,953.465,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,290.6,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,465.7,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,203,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,110.3,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,92.9,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,75.1,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,83.1,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,80.1,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,78.5,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,79.7,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,83.2,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,85.79,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,78.71,,
"POL","Poland","SURFACE","Fresh surface water","IRRIG","Irrigation","2018","2018","M3","Cubic metres","6","Millions",,,79.784,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","1980","1980","M3","Cubic metres","6","Millions",,,1032.8,"E","Estimated value"
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","1990","1990","M3","Cubic metres","6","Millions",,,1228,"E","Estimated value"
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","1995","1995","M3","Cubic metres","6","Millions",,,973.8,"E","Estimated value"
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2000","2000","M3","Cubic metres","6","Millions",,,950.3,"E","Estimated value"
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2005","2005","M3","Cubic metres","6","Millions",,,1008,"E","Estimated value"
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2010","2010","M3","Cubic metres","6","Millions",,,1078.2,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2011","2011","M3","Cubic metres","6","Millions",,,1028.1,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2012","2012","M3","Cubic metres","6","Millions",,,1022.3,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2013","2013","M3","Cubic metres","6","Millions",,,1001.5,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2014","2014","M3","Cubic metres","6","Millions",,,975.8,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2015","2015","M3","Cubic metres","6","Millions",,,906.9,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2016","2016","M3","Cubic metres","6","Millions",,,954.15,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2017","2017","M3","Cubic metres","6","Millions",,,936.83,,
"POL","Poland","SURFACE","Fresh surface water","AQUA","Aquaculture","2018","2018","M3","Cubic metres","6","Millions",,,873.681,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1970","1970","M3","Cubic metres","6","Millions",,,1818.5,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,798,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,565.9,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,312.8,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,229.5,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,314.2,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,308.6,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,315.4,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,304.3,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,309.5,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,326.26,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,329.86,,
"POL","Poland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,328.936,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,1571.4,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,3231.4,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,3236.7,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,2846.2,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,2843.2,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,2632.5,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,2721.8,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,2732.6,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,2644.5,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,2608.2,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,2577.5,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,2607.5,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,2593.52,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,2557.95,,
"POL","Poland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,2508.601,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","1970","1970","M3","Cubic metres","6","Millions",,,770.9,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,1315.4,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,1476.7,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,1339.3,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,1481.5,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,1421.4,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,1425.4,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,1422.5,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,1429.4,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,1415.9,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,1415.9,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,1468.3,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,1473.78,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,1460.05,,
"POL","Poland","GROUND","Fresh ground water","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,1552.169,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1970","1970","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,1.1,"E","Estimated value"
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,1.7,"E","Estimated value"
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,2.74,"E","Estimated value"
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,2,,
"POL","Poland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2018","2018","M3","Cubic metres","6","Millions",,,2.967,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,1.1,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,1.7,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,2.74,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,2,,
"POL","Poland","GROUND","Fresh ground water","IRRIG","Irrigation","2018","2018","M3","Cubic metres","6","Millions",,,2.967,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2015","2015","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2016","2016","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2017","2017","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","AQUA","Aquaculture","2018","2018","M3","Cubic metres","6","Millions",,,0,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1970","1970","M3","Cubic metres","6","Millions",,,800.40002,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,308.3,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,209.3,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,163.6,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,150.8,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,158.1,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,155.9,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,155.4,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,157.9,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,161.7,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,164.02,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,163.37,,
"POL","Poland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,170.103,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,10500,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,7288,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,4836.87012,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,442,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,578,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,624,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,1086.19995,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,950.1,"E","Estimated value"
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,853.03998,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,826,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,781.33002,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,792.89001,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,797.21002,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,855.95001,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,3991,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,10000,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,3419.47998,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,3991.6001,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,6551,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,3412.30005,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,3395.44995,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,3937.5,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,295,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,388,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,167.81,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1980","1980","M3CAP","Cubic metres per capita","0","Units",,,1076.817,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,736.5065,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,470.1227,,
"PRT","Portugal","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,8500,,
"PRT","Portugal","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,4223,,
"PRT","Portugal","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,2771.73,"B","Break"
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,215,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,116,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,686.7,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,554.71,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,546.67,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,534.45,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,557.31,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,557.88,,
"PRT","Portugal","SURFACE","Fresh surface water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,549.95,"B","Break"
"PRT","Portugal","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,1424,,
"PRT","Portugal","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,1862.6,"B","Break"
"PRT","Portugal","SURFACE","Fresh surface water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,1424,,
"PRT","Portugal","SURFACE","Fresh surface water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,1905.41,"E","Estimated value"
"PRT","Portugal","SURFACE","Fresh surface water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,1860.2,"B","Break"
"PRT","Portugal","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,10,,
"PRT","Portugal","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,92.74,"B","Break"
"PRT","Portugal","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,2000,,
"PRT","Portugal","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,3065,,
"PRT","Portugal","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,2065.14,"B","Break"
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,227,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,462,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,399.5,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,298.33,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,279.33,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,246.88,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,235.58,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,239.33,,
"PRT","Portugal","GROUND","Fresh ground water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,306,"B","Break"
"PRT","Portugal","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,2567,,
